Type	|V|   	|E|   	dmax   	davg   	r   	|T|   	Tavg   	Tmax   	κavg   	κ   	K   	ωheu   	Size	Download
protein	294	1K	20	9	0.27	5K	18	60	0.41	0.41	9	5	5 KB	    Download
protein	282	1K	18	10	0.16	6K	22	56	0.44	0.41	9	5	5 KB	    Download
protein	283	1K	18	8	0.37	5K	16	60	0.39	0.40	9	5	5 KB	    Download
protein	302	1K	18	9	0.13	6K	18	60	0.41	0.39	9	5	5 KB	    Download
protein	217	1K	18	9	0.23	4K	18	64	0.41	0.42	9	5	4 KB	    Download
protein	220	1K	18	9	0.17	4K	19	52	0.43	0.43	9	5	4 KB	    Download
protein	248	1K	22	11	0.34	7K	27	84	0.45	0.44	9	5	5 KB	    Download
protein	118	600	16	10	0.28	3K	22	48	0.45	0.43	9	6	3 KB	    Download
protein	212	2K	30	14	0.15	9K	42	120	0.42	0.39	13	6	5 KB	    Download
protein	155	826	18	10	0.17	3K	22	60	0.43	0.40	9	6	3 KB	    Download
protein	207	1K	18	10	0.22	4K	20	60	0.41	0.39	9	5	4 KB	    Download
protein	399	2K	20	9	0.37	6K	15	68	0.35	0.35	9	6	6 KB	    Download
protein	65	280	16	8	0.37	1K	15	52	0.36	0.41	9	5	2 KB	    Download
protein	260	1K	18	9	0.17	4K	15	48	0.39	0.39	9	5	4 KB	    Download
protein	290	1K	18	9	0.24	5K	16	52	0.41	0.41	9	5	5 KB	    Download
protein	320	1K	18	9	0.25	6K	17	60	0.42	0.41	9	5	5 KB	    Download
protein	121	516	16	8	0.25	2K	14	56	0.35	0.40	9	6	3 KB	    Download
protein	869	5K	22	10	0.22	20K	23	76	0.45	0.43	9	5	12 KB	    Download
protein	311	2K	20	10	0.22	8K	24	68	0.44	0.42	9	5	5 KB	    Download
protein	257	2K	22	12	0.16	9K	33	84	0.47	0.44	9	5	5 KB	    Download
protein	129	618	20	9	0.23	2K	17	64	0.41	0.39	9	4	3 KB	    Download
protein	330	2K	20	9	0.28	5K	15	56	0.36	0.35	9	5	5 KB	    Download
protein	353	2K	16	9	0.29	6K	16	52	0.41	0.41	9	5	5 KB	    Download
protein	242	1K	18	9	0.35	4K	14	44	0.36	0.36	9	5	4 KB	    Download
protein	225	1K	18	8	0.28	4K	16	48	0.38	0.40	9	5	4 KB	    Download
protein	241	1K	20	10	0.15	6K	24	60	0.45	0.44	9	6	5 KB	    Download
protein	150	820	18	10	0.07	4K	24	60	0.44	0.41	9	5	3 KB	    Download
protein	282	1K	20	10	0.39	7K	23	68	0.43	0.44	9	5	5 KB	    Download
protein	219	1K	20	10	0.26	6K	26	68	0.49	0.47	9	6	4 KB	    Download
protein	117	554	18	9	0.11	2K	18	60	0.43	0.40	9	6	3 KB	    Download
protein	107	466	16	8	0.12	1K	12	40	0.34	0.33	7	5	3 KB	    Download
protein	565	3K	22	10	0.31	16K	27	76	0.47	0.46	9	6	9 KB	    Download
protein	210	978	16	9	0.27	4K	17	56	0.41	0.40	9	5	4 KB	    Download
protein	459	3K	22	11	0.27	13K	29	76	0.46	0.45	9	5	8 KB	    Download
protein	275	2K	22	11	0.29	7K	26	80	0.42	0.40	9	5	5 KB	    Download
protein	188	868	16	9	0.27	3K	17	56	0.40	0.41	9	5	4 KB	    Download
protein	298	2K	24	13	0.33	10K	34	92	0.42	0.39	11	5	6 KB	    Download
protein	334	2K	20	11	0.25	9K	28	76	0.45	0.43	9	5	6 KB	    Download
protein	472	2K	18	9	0.27	9K	19	64	0.40	0.40	9	5	7 KB	    Download
protein	296	1K	20	9	0.25	5K	16	52	0.40	0.40	9	6	5 KB	    Download
protein	202	958	16	9	0.28	4K	20	56	0.46	0.47	9	5	4 KB	    Download
protein	310	1K	18	9	0.23	5K	17	56	0.40	0.40	9	5	5 KB	    Download
protein	457	2K	20	10	0.35	12K	26	84	0.48	0.47	9	5	7 KB	    Download
protein	87	432	16	9	0.06	2K	19	52	0.42	0.41	9	5	3 KB	    Download
protein	373	2K	28	10	0.43	8K	20	88	0.36	0.34	11	5	6 KB	    Download
protein	298	1K	18	9	0.15	6K	18	60	0.40	0.40	9	6	5 KB	    Download
protein	313	2K	20	10	0.34	8K	25	68	0.43	0.42	9	6	6 KB	    Download
protein	4K	21K	22	9	0.26	82K	19	80	0.40	0.40	9	6	58 KB	    Download
protein	498	2K	20	9	0.30	9K	17	64	0.37	0.37	9	6	7 KB	    Download
protein	340	2K	20	9	0.23	6K	18	60	0.38	0.38	9	5	5 KB	    Download
protein	522	4K	30	15	0.33	23K	44	128	0.43	0.38	13	7	11 KB	    Download
protein	184	1K	22	11	0.23	5K	26	80	0.46	0.44	9	7	4 KB	    Download
protein	391	2K	22	10	0.30	9K	23	68	0.41	0.41	9	5	7 KB	    Download
protein	271	1K	18	11	0.20	8K	28	64	0.48	0.47	9	6	5 KB	    Download
protein	121	548	16	9	0.27	2K	17	48	0.43	0.43	9	5	3 KB	    Download
protein	232	1K	18	10	0.20	5K	20	52	0.41	0.39	9	5	4 KB	    Download
protein	366	2K	18	9	0.29	7K	19	56	0.40	0.40	9	5	6 KB	    Download
protein	332	2K	20	10	0.20	8K	24	64	0.44	0.42	9	5	6 KB	    Download
protein	230	1K	22	11	0.27	7K	28	88	0.48	0.47	9	5	4 KB	    Download
protein	165	838	18	10	0.19	4K	22	64	0.46	0.44	9	6	3 KB	    Download
protein	122	722	22	11	0.04	4K	32	72	0.51	0.48	9	5	3 KB	    Download
protein	445	2K	22	11	0.27	12K	26	84	0.44	0.43	9	5	7 KB	    Download
protein	623	3K	22	11	0.33	17K	27	88	0.46	0.43	9	5	10 KB	    Download
protein	450	2K	20	8	0.33	7K	15	60	0.40	0.39	9	5	6 KB	    Download
protein	274	1K	18	9	0.28	5K	17	52	0.40	0.40	9	5	5 KB	    Download
protein	278	1K	18	9	0.28	5K	16	64	0.38	0.38	9	5	5 KB	    Download
protein	316	2K	20	10	0.19	6K	19	60	0.39	0.38	9	5	5 KB	    Download
protein	204	1K	22	10	0.37	6K	27	92	0.48	0.48	9	5	4 KB	    Download
protein	336	2K	20	9	0.37	7K	19	72	0.42	0.43	9	5	5 KB	    Download
protein	455	3K	20	11	0.31	12K	26	76	0.44	0.43	9	5	8 KB	    Download
protein	346	2K	22	11	0.29	9K	27	92	0.45	0.44	9	5	6 KB	    Download
protein	317	2K	18	9	0.29	7K	20	56	0.44	0.45	9	5	5 KB	    Download
protein	264	1K	20	10	0.19	6K	23	64	0.45	0.44	9	5	5 KB	    Download
protein	429	2K	18	9	0.30	7K	16	60	0.39	0.38	9	5	6 KB	    Download
protein	570	3K	30	11	0.52	14K	24	96	0.38	0.34	13	6	9 KB	    Download
protein	338	2K	20	11	0.30	9K	26	80	0.44	0.43	9	6	6 KB	    Download
protein	191	842	16	8	0.30	3K	15	56	0.38	0.41	9	5	4 KB	    Download
protein	522	3K	20	10	0.30	13K	24	76	0.42	0.41	9	6	8 KB	    Download
protein	291	1K	18	9	0.40	5K	17	56	0.39	0.42	9	5	5 KB	    Download
protein	215	974	16	9	0.17	3K	14	48	0.36	0.36	9	5	4 KB	    Download
protein	432	2K	20	9	0.27	7K	16	60	0.37	0.40	9	6	6 KB	    Download
protein	138	694	18	10	0.26	3K	21	68	0.45	0.43	9	5	3 KB	    Download
protein	104	444	14	8	0.33	1K	13	44	0.37	0.38	9	6	3 KB	    Download
protein	257	1K	18	9	0.23	4K	17	68	0.39	0.40	9	6	4 KB	    Download
protein	357	2K	22	11	0.33	9K	25	80	0.44	0.42	9	5	6 KB	    Download
protein	374	2K	22	11	0.31	10K	26	84	0.43	0.40	9	6	7 KB	    Download
protein	365	2K	18	9	0.24	6K	16	56	0.39	0.39	9	5	6 KB	    Download
protein	206	876	18	8	0.26	3K	14	60	0.39	0.40	9	6	4 KB	    Download
protein	298	2K	24	12	0.30	9K	31	96	0.45	0.43	9	7	6 KB	    Download
protein	684	3K	18	9	0.24	10K	15	60	0.37	0.37	9	5	9 KB	    Download
protein	213	910	16	8	0.40	3K	14	36	0.40	0.41	9	5	4 KB	    Download
protein	320	1K	22	9	0.18	5K	14	60	0.36	0.36	9	5	5 KB	    Download
protein	355	2K	18	9	0.34	6K	17	48	0.38	0.39	9	5	6 KB	    Download
protein	429	2K	20	9	0.36	9K	21	64	0.42	0.44	9	5	7 KB	    Download
protein	310	2K	22	11	0.38	10K	30	88	0.48	0.47	11	6	6 KB	    Download
protein	165	808	18	9	0.22	3K	17	48	0.38	0.37	7	4	3 KB	    Download
protein	277	1K	18	10	0.20	7K	23	60	0.44	0.43	9	5	5 KB	    Download
protein	284	1K	18	9	0.23	5K	16	48	0.40	0.41	9	6	5 KB	    Download
protein	779	4K	18	9	0.19	13K	16	52	0.38	0.38	9	5	10 KB	    Download
protein	326	2K	24	11	0.25	10K	30	104	0.45	0.42	9	5	6 KB	    Download
protein	213	990	18	9	0.31	3K	16	56	0.38	0.37	9	5	4 KB	    Download
protein	458	2K	16	9	0.26	9K	19	60	0.43	0.44	9	5	7 KB	    Download
protein	293	2K	20	11	0.20	8K	28	72	0.47	0.45	9	5	5 KB	    Download
protein	168	846	18	10	0.26	4K	22	56	0.46	0.44	9	6	4 KB	    Download
protein	317	1K	20	9	0.39	5K	16	64	0.36	0.37	9	5	5 KB	    Download
protein	561	3K	20	11	0.21	15K	25	68	0.45	0.42	9	7	9 KB	    Download
protein	263	1K	16	9	0.31	4K	16	56	0.38	0.40	9	6	4 KB	    Download
protein	283	1K	20	10	0.41	5K	19	76	0.37	0.37	9	5	5 KB	    Download
protein	296	1K	18	9	0.29	5K	17	68	0.39	0.41	9	6	5 KB	    Download
protein	204	1K	20	10	0.24	5K	22	64	0.44	0.44	9	5	4 KB	    Download
protein	467	2K	24	10	0.40	10K	22	68	0.40	0.39	11	7	7 KB	    Download
protein	379	2K	18	9	0.21	6K	14	44	0.37	0.36	9	5	6 KB	    Download
protein	679	3K	20	9	0.24	9K	13	68	0.35	0.34	9	5	9 KB	    Download
protein	162	920	22	11	0.11	4K	27	80	0.46	0.44	9	5	4 KB	    Download
protein	355	2K	20	11	0.23	10K	27	76	0.46	0.45	9	6	6 KB	    Download
protein	265	1K	20	9	0.27	5K	17	56	0.41	0.41	9	5	4 KB	    Download
protein	362	2K	18	9	0.28	7K	18	56	0.42	0.41	9	5	6 KB	    Download
protein	236	1K	18	9	0.32	4K	15	56	0.34	0.36	9	5	4 KB	    Download
protein	201	928	18	9	0.36	4K	18	56	0.39	0.43	9	5	4 KB	    Download
protein	291	1K	18	8	0.43	5K	15	56	0.38	0.41	9	5	5 KB	    Download
protein	317	2K	22	11	0.19	10K	30	76	0.46	0.43	9	6	6 KB	    Download
protein	427	2K	22	11	0.16	12K	27	84	0.45	0.43	9	6	7 KB	    Download
protein	162	792	16	9	0.20	3K	21	48	0.47	0.46	9	6	3 KB	    Download
protein	271	1K	18	9	0.30	5K	17	48	0.39	0.38	9	5	5 KB	    Download
protein	333	2K	22	11	0.31	9K	28	96	0.46	0.45	11	6	6 KB	    Download
protein	252	1K	18	9	0.13	5K	18	56	0.41	0.40	9	5	4 KB	    Download
protein	420	2K	20	11	0.28	12K	28	88	0.46	0.46	9	6	7 KB	    Download
protein	59	312	18	10	0.39	2K	27	60	0.51	0.50	9	5	2 KB	    Download
protein	308	1K	18	9	0.37	6K	19	60	0.42	0.44	9	5	5 KB	    Download
protein	468	3K	20	10	0.30	12K	24	76	0.44	0.43	9	5	8 KB	    Download
protein	319	2K	20	9	0.30	6K	18	68	0.39	0.39	9	5	5 KB	    Download
protein	236	1K	22	11	0.29	7K	31	88	0.46	0.44	9	6	5 KB	    Download
protein	210	1K	20	9	0.35	4K	20	76	0.42	0.44	9	6	4 KB	    Download
protein	523	3K	20	9	0.28	12K	22	60	0.46	0.46	9	6	8 KB	    Download
protein	534	3K	20	9	0.28	11K	19	64	0.41	0.41	9	5	8 KB	    Download
protein	256	1K	16	9	0.19	5K	18	52	0.41	0.41	9	6	4 KB	    Download
protein	775	4K	26	10	0.43	18K	22	84	0.38	0.37	11	5	12 KB	    Download
protein	436	2K	18	9	0.15	8K	18	56	0.41	0.40	9	5	7 KB	    Download
protein	208	1K	22	10	0.27	6K	26	84	0.49	0.48	9	6	4 KB	    Download
protein	476	2K	18	9	0.19	7K	15	52	0.38	0.38	9	5	7 KB	    Download
protein	401	2K	22	11	0.27	11K	27	68	0.46	0.45	9	7	7 KB	    Download
protein	753	4K	18	9	0.29	14K	18	68	0.39	0.39	9	5	11 KB	    Download
protein	305	1K	18	9	0.22	6K	19	52	0.42	0.42	9	5	5 KB	    Download
protein	498	2K	22	8	0.36	8K	15	56	0.37	0.38	9	6	7 KB	    Download
protein	725	5K	30	14	0.36	30K	41	116	0.43	0.40	11	6	14 KB	    Download
protein	300	1K	22	9	0.13	6K	19	68	0.42	0.39	9	6	5 KB	    Download
protein	125	558	18	8	0.40	2K	15	48	0.35	0.38	9	5	3 KB	    Download
protein	349	2K	20	9	0.31	7K	20	56	0.41	0.42	9	6	6 KB	    Download
protein	202	998	18	9	0.30	4K	18	60	0.39	0.37	9	5	4 KB	    Download
protein	560	3K	20	9	0.24	10K	18	64	0.37	0.36	9	6	8 KB	    Download
protein	205	1K	22	10	0.15	5K	24	80	0.46	0.45	9	6	4 KB	    Download
protein	130	620	16	9	0.12	2K	17	48	0.41	0.40	9	5	3 KB	    Download
protein	413	2K	20	10	0.21	9K	22	76	0.41	0.38	9	5	7 KB	    Download
protein	187	1K	24	11	0.25	5K	26	68	0.43	0.40	9	5	4 KB	    Download
protein	106	436	14	8	0.41	1K	11	32	0.33	0.34	7	4	3 KB	    Download
protein	198	876	16	8	0.20	3K	14	48	0.36	0.36	9	5	4 KB	    Download
protein	178	796	18	8	0.14	3K	15	48	0.39	0.40	9	5	3 KB	    Download
protein	150	636	16	8	0.20	2K	12	36	0.32	0.34	7	5	3 KB	    Download
protein	1K	7K	20	9	0.27	28K	20	64	0.41	0.42	9	5	19 KB	    Download
protein	144	662	16	9	0.27	2K	17	40	0.43	0.42	9	5	3 KB	    Download
protein	185	840	18	9	0.20	3K	15	56	0.38	0.38	9	5	4 KB	    Download
protein	173	762	20	8	0.33	2K	13	56	0.32	0.34	9	5	3 KB	    Download
protein	168	886	22	10	0.21	4K	23	72	0.43	0.41	9	5	4 KB	    Download
protein	125	554	16	8	0.18	2K	16	44	0.43	0.41	7	5	3 KB	    Download
protein	94	458	18	9	0.20	2K	19	52	0.43	0.40	9	4	3 KB	    Download
protein	82	352	18	8	0.27	1K	14	48	0.40	0.40	9	5	2 KB	    Download
protein	68	306	16	9	0.44	1K	18	48	0.42	0.45	9	5	2 KB	    Download
protein	318	2K	20	9	0.23	7K	21	60	0.45	0.45	9	5	5 KB	    Download
protein	70	302	16	8	0.26	1K	15	36	0.43	0.43	7	5	2 KB	    Download
protein	50	318	16	12	0.07	2K	45	68	0.61	0.59	11	6	2 KB	    Download
protein	384	2K	20	9	0.26	8K	19	68	0.41	0.40	9	5	6 KB	    Download
protein	341	2K	20	11	0.16	10K	28	72	0.49	0.47	9	5	6 KB	    Download
protein	87	436	16	10	0.29	2K	22	56	0.47	0.46	9	5	3 KB	    Download
protein	46	212	18	9	0.10	852	18	44	0.45	0.44	7	4	2 KB	    Download
protein	133	634	18	9	0.27	3K	19	64	0.46	0.45	9	5	3 KB	    Download
protein	31	126	12	8	0.58	516	16	36	0.37	0.48	7	4	2 KB	    Download
protein	70	362	18	10	0.35	2K	25	52	0.47	0.47	9	5	2 KB	    Download
protein	37	142	14	7	0.16	408	11	28	0.35	0.37	7	4	2 KB	    Download
protein	157	734	18	9	0.25	3K	19	44	0.44	0.46	9	5	3 KB	    Download
protein	147	764	18	10	0.13	3K	20	56	0.41	0.39	9	5	3 KB	    Download
protein	203	1K	20	11	0.15	5K	25	64	0.44	0.43	9	6	4 KB	    Download
protein	390	2K	18	8	0.21	5K	12	52	0.32	0.32	7	4	6 KB	    Download
protein	175	750	16	8	0.31	2K	13	44	0.36	0.37	9	5	3 KB	    Download
protein	190	1K	28	15	0.18	8K	44	92	0.39	0.36	13	6	5 KB	    Download
protein	110	472	18	8	0.23	2K	16	60	0.41	0.43	9	5	3 KB	    Download
protein	125	632	16	10	0.37	3K	21	56	0.41	0.42	9	6	3 KB	    Download
protein	313	1K	18	9	0.25	6K	19	52	0.43	0.44	9	5	5 KB	    Download
protein	369	2K	18	9	0.20	7K	17	48	0.41	0.40	9	5	6 KB	    Download
protein	231	1K	20	9	0.25	5K	19	56	0.40	0.40	9	6	4 KB	    Download
protein	94	546	20	11	0.20	3K	34	80	0.54	0.52	9	5	3 KB	    Download
protein	208	944	22	9	0.30	3K	14	72	0.34	0.36	9	5	4 KB	    Download
protein	294	1K	18	9	0.19	6K	20	72	0.43	0.43	9	5	5 KB	    Download
protein	540	3K	20	9	0.29	9K	17	60	0.39	0.39	9	5	8 KB	    Download
protein	172	758	18	8	0.23	2K	13	48	0.37	0.35	9	4	3 KB	    Download
protein	86	456	20	10	0.34	2K	25	56	0.48	0.45	9	6	3 KB	    Download
protein	234	1K	24	11	0.42	5K	23	72	0.36	0.37	11	5	5 KB	    Download
protein	215	1K	20	12	0.22	5K	24	72	0.36	0.33	9	5	5 KB	    Download
protein	104	520	20	10	0.24	2K	21	56	0.45	0.44	9	5	3 KB	    Download
protein	86	408	14	9	0.31	2K	21	44	0.47	0.48	9	5	2 KB	    Download
protein	285	2K	30	15	0.29	9K	33	80	0.30	0.26	11	5	7 KB	    Download
protein	206	1K	18	10	0.26	4K	21	60	0.41	0.40	9	5	4 KB	    Download
protein	691	3K	18	9	0.21	12K	17	60	0.41	0.39	9	5	10 KB	    Download
protein	161	732	16	9	0.27	2K	15	44	0.37	0.37	9	5	3 KB	    Download
protein	124	590	22	9	0.18	2K	16	60	0.38	0.35	9	5	3 KB	    Download
protein	85	360	20	8	0.23	1K	14	56	0.38	0.38	7	5	2 KB	    Download
protein	117	556	16	9	0.32	2K	18	56	0.40	0.41	9	5	3 KB	    Download
protein	67	320	16	9	0.18	1K	19	48	0.46	0.42	9	5	2 KB	    Download
protein	333	2K	20	9	0.34	6K	18	68	0.41	0.41	9	5	5 KB	    Download
protein	133	674	18	10	0.27	3K	21	52	0.45	0.42	9	5	3 KB	    Download
protein	191	984	20	10	0.46	5K	25	80	0.43	0.46	9	5	4 KB	    Download
protein	61	294	20	9	0.36	1K	18	60	0.38	0.38	9	4	2 KB	    Download
protein	71	358	20	10	0.14	2K	23	60	0.46	0.44	9	6	2 KB	    Download
protein	228	994	18	8	0.18	3K	12	40	0.35	0.34	7	6	4 KB	    Download
protein	67	360	18	10	0.15	2K	27	56	0.50	0.50	9	5	2 KB	    Download
protein	274	1K	16	9	0.24	5K	16	60	0.42	0.42	9	5	4 KB	    Download
protein	258	1K	22	10	0.25	6K	24	84	0.44	0.44	9	5	5 KB	    Download
protein	91	366	18	8	0.28	1K	12	56	0.36	0.38	9	5	2 KB	    Download
protein	271	2K	24	11	0.36	8K	29	104	0.44	0.43	11	5	5 KB	    Download
protein	125	578	16	9	0.17	2K	15	44	0.37	0.36	9	5	3 KB	    Download
protein	156	798	18	10	0.17	4K	22	48	0.46	0.44	9	5	3 KB	    Download
protein	110	478	16	8	0.29	2K	14	52	0.36	0.38	9	5	3 KB	    Download
protein	101	520	18	10	0.07	2K	20	48	0.45	0.39	9	5	3 KB	    Download
protein	160	896	20	11	0.20	5K	30	68	0.50	0.50	9	5	4 KB	    Download
protein	315	2K	18	9	0.25	6K	20	60	0.43	0.45	9	5	5 KB	    Download
protein	112	606	18	10	0.35	3K	28	72	0.48	0.48	9	5	3 KB	    Download
protein	381	2K	20	10	0.23	9K	24	68	0.44	0.43	9	5	6 KB	    Download
protein	136	576	18	8	0.27	2K	12	48	0.33	0.35	7	5	3 KB	    Download
protein	578	3K	22	11	0.34	20K	33	96	0.51	0.50	9	7	9 KB	    Download
protein	227	1K	24	12	0.32	5K	23	64	0.33	0.31	9	5	5 KB	    Download
protein	107	434	16	8	0.24	1K	12	40	0.34	0.37	7	6	3 KB	    Download
protein	98	384	14	7	0.26	948	9	28	0.33	0.32	7	4	2 KB	    Download
protein	211	864	16	8	0.31	2K	11	56	0.34	0.35	9	4	4 KB	    Download
protein	209	1K	18	10	0.27	5K	24	48	0.47	0.46	9	5	4 KB	    Download
protein	109	576	20	10	0.17	2K	22	56	0.45	0.41	9	5	3 KB	    Download
protein	106	498	16	9	0.21	2K	16	44	0.40	0.38	9	5	3 KB	    Download
protein	159	744	18	9	0.26	3K	17	60	0.40	0.41	9	5	3 KB	    Download
protein	224	1K	22	10	0.22	6K	27	76	0.47	0.46	9	5	4 KB	    Download
protein	49	180	16	7	0.13	480	9	32	0.33	0.36	7	4	2 KB	    Download
protein	99	498	18	10	0.19	2K	23	60	0.50	0.47	9	6	3 KB	    Download
protein	224	1K	18	9	0.25	4K	18	52	0.39	0.40	9	5	4 KB	    Download
protein	354	2K	18	9	0.22	6K	16	52	0.37	0.39	9	5	5 KB	    Download
protein	123	680	20	11	0.22	3K	25	68	0.44	0.42	9	5	3 KB	    Download
protein	135	578	16	8	0.30	2K	12	36	0.33	0.34	7	4	3 KB	    Download
protein	345	2K	16	9	0.05	5K	14	40	0.36	0.35	7	4	5 KB	    Download
protein	137	716	20	10	0.20	3K	23	64	0.45	0.44	9	5	3 KB	    Download
protein	95	498	18	10	0.12	2K	22	56	0.45	0.41	9	6	3 KB	    Download
protein	397	2K	18	8	0.26	6K	14	56	0.35	0.35	9	5	6 KB	    Download
protein	80	354	16	8	0.25	1K	15	40	0.37	0.39	7	5	2 KB	    Download
protein	89	508	20	11	0.20	3K	30	72	0.50	0.47	9	6	3 KB	    Download
protein	37	188	14	10	0.49	1K	27	48	0.55	0.55	9	7	2 KB	    Download
protein	88	478	16	10	-0.04	2K	24	52	0.44	0.41	9	6	3 KB	    Download
protein	365	2K	22	8	0.26	5K	13	72	0.35	0.36	9	5	5 KB	    Download
protein	72	322	14	8	0.01	1K	16	36	0.46	0.43	7	5	2 KB	    Download
protein	178	750	14	8	0.23	2K	11	40	0.32	0.34	7	5	3 KB	    Download
protein	151	716	18	9	0.31	3K	21	52	0.49	0.49	9	5	3 KB	    Download
protein	60	296	16	9	0.19	1K	18	40	0.37	0.37	7	5	2 KB	    Download
protein	251	1K	18	10	0.15	6K	22	68	0.45	0.43	9	6	5 KB	    Download
protein	36	190	16	10	-0.01	828	23	48	0.48	0.41	9	5	2 KB	    Download
protein	1K	6K	20	11	0.21	27K	26	76	0.45	0.42	9	5	16 KB	    Download
protein	89	522	18	11	0.18	3K	32	64	0.52	0.48	9	7	3 KB	    Download
protein	87	550	22	12	0.18	3K	36	88	0.48	0.45	9	6	3 KB	    Download
protein	121	576	20	9	0.27	2K	19	68	0.43	0.43	9	6	3 KB	    Download
protein	174	1K	22	12	0.15	7K	39	100	0.51	0.49	11	5	4 KB	    Download
protein	60	258	16	8	0.37	912	15	60	0.38	0.41	9	5	2 KB	    Download
protein	116	538	18	9	0.35	2K	19	56	0.41	0.44	9	5	3 KB	    Download
protein	67	290	16	8	0.43	972	14	44	0.34	0.38	9	5	2 KB	    Download
protein	228	1K	18	8	0.37	4K	15	60	0.37	0.39	9	5	4 KB	    Download
protein	124	610	20	9	0.24	2K	18	64	0.40	0.38	9	5	3 KB	    Download
protein	88	414	20	9	0.23	2K	19	60	0.47	0.43	9	5	2 KB	    Download
protein	503	3K	20	11	0.28	13K	25	64	0.43	0.42	9	5	8 KB	    Download
protein	182	984	22	10	0.31	5K	26	96	0.46	0.45	9	5	4 KB	    Download
protein	684	3K	16	8	0.30	9K	13	52	0.35	0.36	9	5	9 KB	    Download
protein	45	238	12	10	0.16	1K	27	36	0.54	0.53	7	6	2 KB	    Download
protein	173	946	22	10	0.28	4K	25	88	0.43	0.42	9	5	4 KB	    Download
protein	130	606	18	9	0.16	2K	17	52	0.41	0.41	9	5	3 KB	    Download
protein	397	2K	24	11	0.27	12K	29	100	0.45	0.43	9	5	7 KB	    Download
protein	433	2K	18	9	0.22	7K	17	56	0.42	0.41	9	5	6 KB	    Download
protein	123	650	16	10	0.22	3K	25	60	0.47	0.46	9	5	3 KB	    Download
protein	159	748	18	9	0.34	3K	15	52	0.37	0.35	9	5	3 KB	    Download
protein	110	482	14	8	0.23	2K	14	36	0.40	0.39	7	5	3 KB	    Download
protein	30	146	20	9	0.08	564	18	44	0.46	0.38	9	5	2 KB	    Download
protein	292	2K	20	10	0.22	7K	24	68	0.44	0.44	9	5	5 KB	    Download
protein	79	468	20	11	0.26	3K	34	64	0.53	0.51	9	6	3 KB	    Download
protein	147	702	18	9	0.34	3K	22	60	0.46	0.49	9	5	3 KB	    Download
protein	72	334	16	9	0.36	1K	19	52	0.45	0.44	9	6	2 KB	    Download
protein	685	3K	20	9	0.24	12K	17	64	0.40	0.39	9	5	10 KB	    Download
protein	134	612	18	9	0.30	2K	15	60	0.40	0.37	7	4	3 KB	    Download
protein	560	3K	20	9	0.30	10K	18	72	0.39	0.40	9	5	8 KB	    Download
protein	76	422	24	11	0.29	2K	28	88	0.45	0.45	9	5	2 KB	    Download
protein	289	1K	22	8	0.35	5K	17	64	0.41	0.43	9	5	5 KB	    Download
protein	128	568	16	8	0.19	2K	14	44	0.38	0.37	9	5	3 KB	    Download
protein	379	2K	24	9	0.32	7K	19	68	0.40	0.40	9	5	6 KB	    Download
protein	275	1K	18	9	0.24	5K	17	56	0.38	0.38	9	6	5 KB	    Download
protein	206	980	16	9	0.22	4K	18	48	0.42	0.42	9	5	4 KB	    Download
protein	149	746	16	10	0.18	3K	19	44	0.40	0.39	9	5	3 KB	    Download
protein	63	304	18	9	0.38	1K	20	56	0.44	0.44	9	5	2 KB	    Download
protein	135	634	18	9	0.20	2K	16	48	0.39	0.38	9	6	3 KB	    Download
protein	553	3K	20	9	0.33	10K	18	60	0.40	0.41	9	6	8 KB	    Download
protein	171	712	18	8	0.10	2K	11	48	0.33	0.33	9	6	3 KB	    Download
protein	582	3K	18	9	0.29	13K	21	60	0.46	0.46	9	5	8 KB	    Download
protein	55	318	18	11	0.16	2K	35	72	0.55	0.55	9	6	2 KB	    Download
protein	173	746	16	8	0.30	2K	13	48	0.37	0.36	9	5	3 KB	    Download
protein	117	516	16	8	0.35	2K	14	52	0.36	0.36	9	5	3 KB	    Download
protein	329	2K	20	9	0.27	6K	16	56	0.39	0.40	9	5	5 KB	    Download
protein	372	2K	20	9	0.15	7K	19	52	0.42	0.41	9	5	6 KB	    Download
protein	106	444	16	8	0.34	1K	12	44	0.35	0.37	7	4	3 KB	    Download
protein	157	844	22	10	0.33	4K	26	72	0.47	0.46	9	7	3 KB	    Download
protein	124	614	18	9	0.07	2K	18	52	0.40	0.38	7	4	3 KB	    Download
protein	114	554	18	9	0.12	2K	21	52	0.46	0.46	9	5	3 KB	    Download
protein	423	2K	24	11	0.35	12K	29	68	0.48	0.45	9	5	7 KB	    Download
protein	405	2K	20	9	0.21	6K	15	56	0.37	0.37	9	6	6 KB	    Download
protein	273	1K	18	9	0.27	6K	22	56	0.48	0.48	9	5	5 KB	    Download
protein	143	674	20	9	0.33	3K	18	68	0.42	0.41	9	5	3 KB	    Download
protein	89	512	24	11	0.17	2K	26	76	0.44	0.38	9	6	3 KB	    Download
protein	314	1K	18	9	0.23	6K	17	52	0.41	0.41	9	5	5 KB	    Download
protein	316	1K	16	9	0.34	6K	18	60	0.43	0.44	9	5	5 KB	    Download
protein	179	810	16	9	0.27	3K	15	48	0.38	0.39	9	5	3 KB	    Download
protein	119	548	16	9	0.34	2K	17	44	0.43	0.43	9	5	3 KB	    Download
protein	140	626	18	8	0.49	2K	15	48	0.36	0.38	9	5	3 KB	    Download
protein	164	826	16	10	0.20	3K	20	56	0.43	0.41	9	5	3 KB	    Download
